NR,AU,AUNR
n2987,"Carrillo, Henry",3.0
n2987,"Parra, Carlos",4.0
n2987,"Gonzalez, Enrique",5.0
n2988,"Garcia-Jaramillo, Dora J.",1.0
n2988,"Lopez-Zapata, Silvia P.",2.0
n2988,"Bustamante-Granada, Santiago",3.0
n2988,"Camila Zuluaga-Naranjo, Maria",4.0
n2988,"Robledo-Gomez, Manuela",5.0
n2988,"Murillo-Ramirez, Oswaldo",6.0
n2988,"Castano-Zapara, Jairo",7.0
n2988,"Ceballos-Aguirre, Nelson",8.0
n2988,"Lopez, Walter R.",9.0
n2988,"Atehortua-Garces, Lucia",10.0
n2989,"Chavarro Miranda, Fernando",1.0
n2989,"Montoya Correales, Angel Albert",2.0
n2990,"Ramos Delgado, David",1.0
n2990,"Diaz Ortiz, Wendy",2.0
n2990,"Benitez Pardo, Sharon",3.0
n2990,"Camila Munoz, Laura",4.0
n2990,"Solano Fitzgerald, Laura",5.0
n2991,"Diaz-Oviedo, Christian",1.0
n2991,"Quevedo, Rodolfo",2.0
n2992,"Delgado, Emilio",1.0
n2992,"Espitia, Anny",2.0
n2992,"Aperador, William",3.0
n2993,"Martinez Plazas, Mario",1.0
n2994,"Ayala-Rodriguez, Nelly",1.0
n2994,"Barreto, Idaly",2.0
n2994,"Rozas Ossandon, German",3.0
n2994,"Castro, Alejandra",4.0
n2994,"Moreno, Sebastian",5.0
n2995,"Angarita-Villamizar, Angie V.",1.0
n2995,"Arias, Elsa R.",2.0
n2995,"Diaz, Ivonne L.",3.0
n2995,"Perez, Leon D.",4.0
n2996,"Roberto Concha-Velasquez, Jose",1.0
n2996,"Vanessa Zuluaga-Gomez, Leidy",2.0
n2996,"Alberto Gomez-Aldana, Oscar",3.0
n2997,"Segovia-Chaves, Francis",1.0
n2997,"Vinck-Posada, Herbert",2.0
n2997,"Navarro-Baron, Erik",3.0
n2998,"Fernandez Monsalve, Angela Andrea",1.0
n2999,"Gomez, Cesar A.",1.0
n2999,"Rossi, Julio D.",2.0
n3000,"Patricia Martinez-Gonzalez, Ana",1.0
n3000,"Ligia Higuera-Mancipe, Blanca",2.0
n3000,"Tulia Martinez-Peralta, Sixta",3.0
n3001,"Supelano Garcia, Ivan",1.0
n3001,"Ortiz Otalora, Cesar Armando",2.0
n3001,"Parra Vargas, Carlos Arturo",3.0
n3001,"Mejia Gomez, Julieth Alexandra",4.0
n3002,"Nieto-Calvache, Albaro Jose",1.0
n3002,"Lopez-Giron, Maria Camila",2.0
n3002,"Lopez-Tenorio, Jaime",3.0
n3002,"Quintero-Mejia, Juan Carlos",4.0
n3002,"Zambrano-Regalado, Maria Andrea",5.0
n3002,"Pachajoa-Londono, Harry",6.0
n3002,"Escobar-Vidarte, Maria Fernanda",7.0
n3003,"Arbelaez, Oscar",1.0
n3003,"Lopez-Rios, Victor",2.0
n3003,"Luz Villa, Aida",3.0
n3003,"Villegas, Adriana",4.0
n3004,"Moreno-Ayure, Michela",1.0
n3004,"Paez, Cristian",2.0
n3004,"Lopez-Arias, Maria A.",3.0
n3004,"Mendez-Betancurt, Johan L.",4.0
n3004,"Ordonez-Rubiano, Edgar G.",5.0
n3004,"Rudas, Jorge",6.0
n3004,"Pulido, Cristian",7.0
n3004,"Gomez, Francisco",8.0
n3004,"Martinez, Darwin",9.0
n3004,"Enciso-Olivera, Cesar O.",10.0
n3004,"Rivera-Triana, Diana P.",11.0
n3004,"Casanova-Libreros, Rosangela",12.0
n3004,"Aguilera, Natalia",13.0
n3004,"Marin-Munoz, Jorge H.",14.0
n3005,"Benitez, Marisela",1.0
n3005,"Sebastian Trujillo, J.",2.0
n3005,"Perez Alcazar, German A.",3.0
n3006,"Guiza, Juan",1.0
n3006,"Luque, Rafael",2.0
n3006,"Murillo, Jennifer",3.0
n3006,"Romero, Rodrigo",4.0
n3006,"Barrera, David",5.0
n3006,"Lopez-Ospina, Hector",6.0
n3007,"Acuna-Cordero, R.",1.0
n3007,"Colmenares, A.",2.0
n3007,"Bonilla, A.",3.0
n3008,"Jr Caicedo-Rolon, Alvaro",1.0
n3008,"Rivera-Cadavid, Leonardo",2.0
n3009,"Chavarro, Gabriela",1.0
n3009,"Fresen, Matthaus",2.0
n3009,"Rafael Gonzalez, Esneyder",3.0
n3009,"Barrera Ferro, David",4.0
n3009,"Lopez-Ospina, Hector",5.0
n3010,"Altamar-Varon, P.",1.0
n3010,"Perez-Maldonado, D.",2.0
n3010,"Rivera Trujillo, F.",3.0
n3010,"Coy-Barrera, E.",4.0
n3010,"Rodriguez-Caicedo, D.",5.0
n3011,"Carlos Catano, Juan",1.0
n3011,"Restrepo, Sara",2.0
n3012,"Pino, L.",1.0
n3012,"Ospina, A.",2.0
n3012,"Triana, I.",3.0
n3012,"Pino, J.",4.0
n3012,"Camelo, C.",5.0
n3012,"Mejia, J.",6.0
n3012,"Pena, D.",7.0
n3013,"Alvarez Carval, Jessica Patricia",1.0
n3013,"Tovio Gracia, Cesar Augusto",2.0
n3014,"Feo Lee, Oscar",1.0
n3014,"Patino-Ladino, Sergio, I",2.0
n3015,"Guzman Gonzalez, Patricia",1.0
n3015,"Rambao Hernandez, Jaime",2.0
n3016,"Santos-Moreno, P.",1.0
n3016,"Villarreal, L.",2.0
n3016,"Buitrago-Garcia, D.",3.0
n3016,"Cabrera, M.",4.0
n3017,"Alberto Beltran-Rios, Jaime",1.0
n3017,"Antonio Lopez-Giraldo, Jose",2.0
n3017,"Ines Velez-Bernal, Olga",3.0
n3018,"Luquez-Mindiola, Adan",1.0
n3018,"Atuesta, Alexis Javier",2.0
n3018,"Gomez-Aldana, Andres Jose",3.0
n3019,"Maldonado-Canon, K.",1.0
n3019,"Verano Castillo, D. V.",2.0
n3019,"Arenas Torrado, H. F.",3.0
n3019,"Coral Alvarado, P.",4.0
n3019,"Mendez Patarroyo, P. A.",5.0
n3019,"Quintana Lopez, G.",6.0
n3020,"Ortiz Cano, Maria Isabel",1.0
n3021,"Pablo Sarmiento-Erazo, Juan",1.0
n3022,"Cuesta Moreno, Oscar Julian",1.0
n3022,"Marcelo Martinez, Adriana",2.0
n3022,"Martinez Melo, Mauricio",3.0
n3022,"Sarmiento Lozano, Jaime Hernando",4.0
n3022,"Romero Velasquez, Adrian Patricia",5.0
n3023,"Lorena Munoz-Herrera, Sandra",1.0
n3024,"Macchia-de Sanchez, Carla",1.0
n3024,"Villalba-Vizcaino, Vivian",2.0
n3025,"Meca Valles, Juan Antonio",1.0
n3025,"Guzman Raja, Isidoro",2.0
n3025,"Guzman Raja, Manuela",3.0
n3026,"Augusto Ramirez-Giraldo, Cesar",1.0
n3026,"Arrieta-Burgos, Enan",2.0
n3027,"Salas Cubillos, Nathaly",1.0
n3027,"Garcia Charry, Viviana Carolina",2.0
n3027,"Zapata Losada, Leydy Vanesa",3.0
n3027,"Diaz Usme, Olga Stella",4.0
n3028,"Rengifo Gonzalez, Juan Felipe",1.0
n3029,"Lombana-Bermudez, Andres",1.0
n3030,"Torres, Hector Augusto",1.0
n3030,"Chiappe, Andres",2.0
n3030,"Segovia, Yasbley",3.0
n3031,"Alaniz Hernandez, Claudia",1.0
n3032,"Capera Figueroa, Jose Javier",1.0
n3033,"Chaparro Parra, Monica Shirley",1.0
n3034,"Colon Llamas, Tatiana",1.0
n3034,"Escobar Altare, Andrea",2.0
n3034,"Granados-Garcia, Alejandro",3.0
n3034,"Fernanda Parra-Murillo, Maria",4.0
n3034,"Santacoloma Giraldo, Andres",5.0
n3034,"Moreno Luna, Socorro",6.0
n3034,"Silva Martin, Luis Manuel",7.0
n3035,"Florez, Alfonso",1.0
n3036,"Franco Cortes, Manuel Antonio",1.0
n3037,"Gaviria Rios, Mario Alberto",1.0
n3038,"Lanza Gonzalez, Henar",1.0
n3039,"Maria Cordoba-Hernandez, Ana",1.0
n3040,"Paipa-Galeano, Luis",1.0
n3040,"Bernal-Torres, Cesar A.",2.0
n3040,"Agudelo-Otalora, Luis M.",3.0
n3040,"Jarrah-Nezhad, Yavar",4.0
n3040,"Gonzalez-Blanco, Heither A.",5.0
n3041,"Plata Quezada, William Elvis",1.0
n3042,"Marulanda-Bernal, Jose-Ignacio",1.0
n3042,"Gallo-Castrillon, Wilson-Henry",2.0
n3042,"Mosquera-Palacio, Diana-Marybel",3.0
n3043,"Tobon, Camilo A.",1.0
n3044,"Carlos Ospina-Arias, Juan",1.0
n3044,"Helena Diaz-Solano, Beatriz",2.0
n3044,"de Jesus Yi-Rodriguez, Jaime",3.0
n3045,"Lucero, Edgar",1.0
n3046,"Diaz Perez, Angela Maria",1.0
n3046,"Silva Nino, Andrea Carolina",2.0
n3047,"Fleischer, Friederike",1.0
n3047,"Marin, Keren",2.0
n3048,"Garcia-Rueda, Alexandra",1.0
n3048,"Angarita-Corzo, Steffanny",2.0
n3048,"Leon-Carpintero, Lina",3.0
n3048,"Martinez-Poveda, Yomairis",4.0
n3049,"Meneses Escobar, Carlos Augusto",1.0
n3049,"Castillo Rodriguez, Cesar Manuel",2.0
n3049,"Rodas Vasquez, Alejandro",3.0
n3050,"Lopez Lopez, Wilson",1.0
n3051,"Salazar Carreno, Robinson",1.0
n3052,"Valencia Nietoi, Daniel Guillermo",1.0
n3052,"Pereira Gonzalez, Jose Miguel",2.0
n3052,"Rodriguez Leuro, Jain Antonio",3.0
n3053,"Ramirez Ferrer, Esteban",1.0
n3053,"Munoz Montoya, Juan",2.0
n3053,"Gil Guevara, Nicolas",3.0
n3053,"Zubieta, Camilo",4.0
n3053,"Penagos, Pedro",5.0
n3054,"Castaneda Rojas, Giovanny",1.0
n3055,"Oliveros Wilches, Ricardo",1.0
n3056,"Briceno Romero, Ysabel Cristina",1.0
n3056,"Andrea Manrique, Johana",2.0
n3056,"Sanabria Munoz, Lina",3.0
n3056,"Gomez Reyes, Angelica Maria",4.0
n3057,"Hernandez Salazar, Giovanni Andres",1.0
n3057,"Olaya Pardo, Ana Maria",2.0
n3058,"Miguel Camargo, Antonio",1.0
n3059,"Diaz, Andres",1.0
n3059,"Jose Diaztagle, Juan",2.0
n3059,"Olaya, Alejandro",3.0
n3059,"Mora, Guillermo",4.0
n3059,"Lopez-Lima, Ignacio",5.0
n3059,"Ayala, Carolina",6.0
n3059,"Infante, Gina P. P.",7.0
n3059,"Galizio, Nestor",8.0
n3059,"Manrique, Frida T.",9.0
n3059,"Forero, Julian F.",10.0
n3059,"Medina, Hector M.",11.0
n3059,"Brugada, Josep",12.0
n3060,"Vargas Munoz, S. M.",1.0
n3060,"Varela, A. Ramirez",2.0
n3060,"Restrepo, S. M.",3.0
n3061,"Alirio Insuasty, Edgar",1.0
n3061,"Jaime Osorio, Maria Fernanda",2.0
n3062,"Rojas-Gualdron, D.",1.0
n3062,"Diaz-Coronado, J. C.",2.0
n3062,"Hernandez-Parra, D.",3.0
n3062,"Durango-Durango, Y.",4.0
n3062,"Pineda Tamayo, R.",5.0
n3063,"Giraldo Mejia, Juan Camilo",1.0
n3063,"Puerta, Harry",2.0
n3064,"Rojas, Jose Jaime Baena",1.0
n3064,"Cano, Jose Alejandro",2.0
n3064,"Campo, Emiro Antonio",3.0
n3065,"Gomez Vega, Juan Carlos",1.0
n3065,"Rojas Qa, Maria Ximena",2.0
n3066,"Maya Franco, Claudia Maria",1.0
n3066,"Cardona Rodas, Hilderman",2.0
n3067,"Quintero-Suarez, Leonardo",1.0
n3067,"Elena-Garcia, Luz",2.0
n3068,"Gonzalez, Maximiliano",1.0
n3068,"Guzman, Alexander",2.0
n3068,"Pablo, Eduardo",3.0
n3068,"Trujillo, Maria Andrea",4.0
n3069,"Lopez Bedoya, Leidy Viviana",1.0
n3069,"Guerrero Morales, Katherene Lorena",2.0
n3070,"Vanessa Giron-Lozano, Lina",1.0
n3070,"de Jesus Salcedo-Hurtado, Elkin",2.0
n3070,"Perez-Alcazar, German",3.0
n3071,"Murcia, J. J.",1.0
n3071,"Hernandez, J. S.",2.0
n3071,"Rojas, H.",3.0
n3071,"Moreno-Cascante, J.",4.0
n3071,"Sanchez-Cid, P.",5.0
n3071,"Hidalgo, M. C.",6.0
n3071,"Navio, J. A.",7.0
n3071,"Jaramillo-Paez, C.",8.0
n3072,"Ebratt-Ravelo, Everth E.",1.0
n3072,"Castro-Avila, Angela P.",2.0
n3072,"Vaca-Uribe, Jessica L.",3.0
n3072,"Corredor-Pardo, Dario",4.0
n3072,"Hance, Thierry",5.0
n3072,"Goldarazena, Arturo",6.0
n3073,"Olaya Davila, H.",1.0
n3073,"Diaz Merchan, J. A.",2.0
n3073,"Vega Carrillo, H. R.",3.0
n3073,"Martinez Ovalle, S. A.",4.0
n3074,"Caicedo Ochoa, Edgar Yaset",1.0
n3074,"Quintero Moreno, Cesar Orlando",2.0
n3074,"Mendez Fandino, Yardany Rafael",3.0
n3074,"Sanchez Fonseca, Sofia Catalina",4.0
n3074,"Cortes Motta, Hector Fabio",5.0
n3074,"Guio Guerra, Santiago Alejandro",6.0
n3075,"Tovar Cuevas, Luis Miguel",1.0
n3075,"Perea Mosquera, Lindy Neth",2.0
n3075,"Tovar Cuevas, Jose Rafael",3.0
n3075,"Zuniga Martinez, Claudia Lorena",4.0
n3076,"Yepes Zuluaga, Sara Maria",1.0
n3076,"Montes Granada, Willer Ferney",2.0
n3077,"Bautista Canon, Elmer",1.0
n3077,"Quirama Salamanca, Jenny E.",2.0
n3077,"Canon, Edilfonso Bautista",3.0
n3078,"Ramirez-Gonzalez, Gustavo",1.0
n3079,"Jaimes Sanchez, Brenda Neliet",1.0
n3079,"Cano Alfonso, Sandra Katerine",2.0
n3079,"Vicuna de la Rosa, Maximo",3.0
n3080,"Recabarren, Matias",1.0
n3080,"Corvalan, Benjamin",2.0
n3080,"Villegas, Montserrat",3.0
n3081,"Quintero-Chamorro, Jairo-Alejandro",1.0
n3081,"Martinez-Ortega, Brayan-Julian",2.0
n3081,"Cruz-Velasco, Lucio-Gerardo",3.0
n3082,"Espinosa Patron, Alejandro",1.0
n3083,"Galimberti, Cecilia",1.0
n3084,"Marcela Castellanos-Bautista, Diana",1.0
n3084,"Vicent Castillo-Nino, Joseph",2.0
n3084,"Manuel Latorre-Carvajal, Juan",3.0
n3085,"Romero Rincon, Yulieth Nayive",1.0
n3085,"Tuay Sigua, Rosa Nidia",2.0
n3085,"Perez Mesa, Maria Rocio",3.0
n3086,"Torres-Barreto, Martha Liliana",1.0
n3086,"Alvarez-Melgarejo, Mileidy",2.0
n3086,"Plata-Gomez, Karen Rocio",3.0
n3087,"Casas, Camila",1.0
n3088,"Arango, Maria",1.0
n3088,"Julian Alzate, Jose",2.0
n3089,"Cecilia Caballero-Dominguez, Carmen",1.0
n3089,"Campo-Arias, Adalberto",2.0
n3090,"Escobar Castillo, Adalberto",1.0
n3090,"Velandia Pacheco, Gabriel",2.0
n3090,"Navarro Manotas, Evaristo",3.0
n3091,"Lopez-Cruz, Orlando",1.0
n3092,"Martinez Morales, Edgar Mauricio",1.0
n3093,"Salles, Walter F.",1.0
n3094,"Rojas-Padilla, Isabel",1.0
n3094,"Zambrano-Rios, Diana",2.0
n3094,"Matta-Miramar, Andres",3.0
n3095,"Riano-Jimenez, D.",1.0
n3095,"Guerrero, M.",2.0
n3095,"Alarcon, P.",3.0
n3095,"Cure, J. R.",4.0
n3096,"Albornoz Pelayo, Juanita",1.0
n3097,"Becerra, Isabel Jimenez",1.0
n3098,"Beron Ospina, Alberto Antonio",1.0
n3099,"Cardona Suarez, Luis Fernando",1.0
n3100,"Castiblanco, Olga",1.0
n3100,"Vizcaino, Diego",2.0
n3101,"Quintero Perez, Gloria Isabel",1.0
n3102,"Soler Martin, Carolina",1.0
n3102,"Cardenas Palermo, Yeimy",2.0
n3102,"Duran Chiappe, Sandra Marcela",3.0
n3103,"Andrea Aparicio-Arciria, Valeria",1.0
n3103,"Paola Antolinez-Manjarres, Katherine",2.0
n3103,"Patricia Bermudez-Castaneda, Lorena",3.0
n3104,"Rodriguez Argaez, Juan Carlos",1.0
n3105,"Cardenas Maldonado, Juan David",1.0
n3106,"Caro Rivas, Miguel Angel",1.0
n3107,"Cuartas, Pablo",1.0
n3108,"Escaf, Luis J.",1.0
n3108,"Valdemarin, Bartolome",2.0
n3108,"Escaf, Luis C.",3.0
n3108,"Martinez, Jorge",4.0
n3108,"Londono, Juana",5.0
n3108,"Melo, Luz M.",6.0
n3109,"Laguado-Barrera, Tatiana",1.0
n3109,"Lafaurie Villamil, Maria Mercedes",2.0
n3109,"Maria Vargas-Escobar, Lina",3.0
n3110,"Medina Rodriguez, Alejandro",1.0
n3111,"Garzon, Juan",1.0
n3111,"Bautista, Julian",2.0
n3112,"Rodriguez Goyes, David",1.0
n3113,"Arias Castilla, Carmen Aura",1.0
n3113,"Blanco Vega, Marfa de Jesus",2.0
n3114,"Pirela Morillo, Johann",1.0
n3115,"Avellaneda, Jhon",1.0
n3115,"Diaz, Marco",2.0
n3115,"Coy-Barrera, Ericsson",3.0
n3115,"Rodriguez, Daniel",4.0
n3115,"Osorio, Coralia",5.0
n3116,"Camila Cardona-Ocampo, Maria",1.0
n3116,"Lucia Giraldo-Restrepo, Monica",2.0
n3116,"Angela Angarita-Fuentes, Luz",3.0
n3116,"Jose Jaramillo-Gomez, Carlos",4.0
n3116,"Javier Patino-Grajales, Pablo",5.0
n3116,"Ivan Garcia-Garcia, Hector",6.0
n3117,"Castro Agudelo, Brian",1.0
n3117,"Ochoa-Puentes, Cristian",2.0
n3117,"Rodriguez-Cordoba, William",3.0
n3117,"Reiber, Andreas",4.0
n3117,"Sierra, Cesar A.",5.0
n3118,"Molano-Trivino, Alejandra",1.0
n3118,"Vesga, Jasmin",2.0
n3118,"Zuniga, Eduardo",3.0
n3118,"Gutierrez, Juan Felipe",4.0
n3118,"Ramos, Carolina",5.0
n3118,"Ronco, Claudio",6.0
n3119,"Chavez-Arias, Cristhian C.",1.0
n3119,"Gomez-Caro, Sandra",2.0
n3119,"Restrepo-Diaz, Hermann",3.0
n3120,"Cardona Z, Patricia",1.0
n3121,"Morales, Alfredo",1.0
n3121,"Piamba, Oscar",2.0
n3121,"Olaya, Jhon",3.0
n3122,"Luna, P.",1.0
n3122,"Lizarazo-Marriaga, J.",2.0
n3123,"Noval, Virginia E.",1.0
n3123,"Carriazo, Jose G.",2.0
n3124,"Guerra, Martha",1.0
n3124,"Ruiz, Rosalba",2.0
n3124,"Pardo, Enrique",3.0
n3125,"Garcia, Carlos A.",1.0
n3125,"Pena, Alvaro",2.0
n3125,"Betancourt, Ramiro",3.0
n3125,"Cardona, Carlos A.",4.0
n3126,"Fazio Vengoa, Hugo",1.0
n3127,"Velasquez, Jesus A.",1.0
n3127,"Burwick, Richard M.",2.0
n3127,"Hersh, Alyssa R.",3.0
n3127,"Silva, Jaime L.",4.0
n3127,"Lenis, Viviana",5.0
n3127,"Bernal, Yamile",6.0
n3127,"Vargas, Johanna",7.0
n3127,"Valencia, Catalina",8.0
n3127,"Gutierrez, Jorge H.",9.0
n3127,"Edna, Francisco",10.0
n3127,"Trujillo, Juliana",11.0
n3127,"Rincon, Monica",12.0
n3127,"Alvarez, Maria I.",13.0
n3127,"Tolosa, Jorge E.",14.0
n3128,"Solano, Moises A.",1.0
n3128,"Galan, Johanna",2.0
n3128,"Vallejo, William",3.0
n3128,"Arana, Victoria A.",4.0
n3128,"Grande-Tovar, Carlos David",5.0
n3129,"Mejia-Otalvaro, Felipe",1.0
n3129,"Merino-Restrepo, Andres",2.0
n3129,"Hormaza-Anaguano, Angelina",3.0
n3130,"Quintero, Wilson",1.0
n3130,"Campos-Enriquez, Oscar",2.0
n3130,"Hernandez, Orlando",3.0
n3131,"Arcos-Burgos, Mauricio",1.0
n3131,"Lopera, Francisco",2.0
n3131,"Sepulveda-Falla, Diego",3.0
n3131,"Mastronardi, Claudio",4.0
n3132,"Aguirre-Santoro, Julian",1.0
n3132,"Camilo Ordonez-Blanco, Juan",2.0
n3132,"Betancur, Julio",3.0
n3133,"Martinez-Salazar, Sebastian",1.0
n3133,"Gonzalez, Favio",2.0
n3133,"Alzate, Juan F.",3.0
n3133,"Pabon-Mora, Natalia",4.0
n3134,"Mancilla, Gener-Alejandro",1.0
n3134,"Restrepo, Rodrigo",2.0
n3134,"Sanclemente, Gloria",3.0
n3135,"Uribe-Soto, Manuel",1.0
n3135,"Patricia Gomez, Arlen",2.0
n3135,"Ramirez-Nieto, Gloria",3.0
n3136,"Esteban Estrada, David",1.0
n3136,"Uribe-Buritica, Francisco L.",2.0
n3136,"Andres Vargas, Carlos",3.0
n3136,"Garcia, Carlos",4.0
n3136,"Martinez, William",5.0
n3137,"Zapata-Copete, James A.",1.0
n3137,"Juliana Cordoba-Wagner, Maria",2.0
n3137,"Andres Garcia-Perdomo, Herney",3.0
n3138,"Ruiz, Diego",1.0
n3138,"Finke, Jorge",2.0
n3139,"Tafurt Garcia, Geovanna",1.0
n3139,"Munoz Acevedo, Amner",2.0
n3140,"Pedroza Correa, Esteban",1.0
n3140,"Gomez Velasquez, Santiago",2.0
n3140,"Quiros Velez, Maria Alejandra",3.0
n3140,"Matta Herrerad, Jorge Alejandro",4.0
n3141,"Ruiz, Fernando",1.0
n3141,"Fernandez-Nino, Julian",2.0
n3142,"Alejandro Bonilla-Sepulveda, Oscar",1.0
n3143,"Munoz Argel, M. N.",1.0
n3143,"Romero Otalvaro, A.",2.0
n3143,"Velez Carvajal, J.",3.0
n3143,"Naranjo Quintero, V.",4.0
n3143,"Gonzalez, L.",5.0
n3144,"Paez, A.",1.0
n3144,"Sanchez, I. J.",2.0
n3144,"Ramirez, A. B.",3.0
n3145,"Penaloza-Pena, Sergio A.",1.0
n3145,"Galvis G, Carlos",2.0
n3145,"Quiroga M, Jabid",3.0
n3146,"Duvan Reyes-Roncancio, Jaime",1.0
n3146,"Patricia Romero-Osma, Gloria",2.0
n3146,"Hernan Bustos-Velazco, Edier",3.0
n3147,"Montoya Castro, Felipe",1.0
n3147,"Salazar Cock, Sebastian",2.0
n3147,"Varela Agudelo, Darwin Exnneider",3.0
n3147,"Patino Villada, Fredy Alonso",4.0
n3148,"Rodriguez Marin, Jorge Eliecer",1.0
n3148,"Valencia Rico, Claudia Liliana",2.0
n3148,"Gonzalez Franco, Stefania",3.0
n3148,"de la Pava Munoz, Karen",4.0
n3149,"Kruger Mariano, Wilson",1.0
n3149,"Chiappe, Andres",2.0
n3150,"Marchan Cardenas, Juan Camilo",1.0
n3150,"Isbal Spirko, Lila Piedad",2.0
n3150,"Acosta Fernandez, Sinforoso Alfonso",3.0
n3151,"Pineda, Pablo",1.0
n3151,"Beltran, Daniela",2.0
n3151,"Salazar, Alexander",3.0
n3151,"Sarmiento, Karen",4.0
n3151,"Zarante, Ignacio",5.0
n3151,"Uruena, Ana",6.0
n3152,"Granados, Carlos",1.0
n3153,"Campo, Carlos-Robinson",1.0
n3153,"Salazar, Juan-Pablo",2.0
n3153,"Cobos-Lozada, Carlos-Alberto",3.0
n3154,"Ramon Godoy-Graterol, Yohan",1.0
n3154,"Coromoto Gonzalez-Pacheco, Yusmery",2.0
n3155,"Areiza Perez, Erica Elexandra",1.0
n3156,"Bonilla Vergara, Angela Maria",1.0
n3156,"Triana Guerra, Andrea Carolina",2.0
n3156,"Silva Monsalve, Alexandra Maria",3.0
n3157,"Eslava, Euclides",1.0
n3158,"Oliveros Rodriguez, Elennys",1.0
n3159,"Parra, Maria Jose Cortes",1.0
n3159,"Cepeda, Rodrigo Rodriguez",2.0
n3160,"Bonilla Ovallos, Maria Eugenia",1.0
n3160,"Villada Gomez, Ana Maria",2.0
n3161,"De Jesus Vargas-Leira, Freddy",1.0
n3161,"Carolina Montanez-Santiago, Danna",2.0
n3162,"Pizarro, Jeronimo",1.0
n3163,"Vargas Sandoval, Yaneth",1.0
n3164,"Giaretto, Mariana",1.0
n3165,"Gomez Giraldo, Daniela",1.0
n3166,"Gonzalez Martinez, Maria Nohemi",1.0
n3167,"Hernandez Jimenez, Tomas Hernando",1.0
n3168,"Munoz Escalante, Mauricio",1.0
n3169,"Pedraza, Natalia",1.0
n3170,"Pita Pico, Roger",1.0
n3171,"Acosta-Salazar, Diana",1.0
n3171,"Lapeira-Panneflex, Patricia",2.0
n3171,"Gonzalez-Noguera, Tatiana",3.0
n3172,"Paba-Barbosa, Carmelina",1.0
n3172,"Paba-Argorte, Zuany",2.0
n3172,"Barrero-Toncel, Virginia",3.0
n3173,"Paba-Barbosa, Carmelina",1.0
n3173,"Parejo-Zabarain, Karen",2.0
n3173,"Munera-Luque, Kenia",3.0
n3173,"Obispo-Salazar, Elly",4.0
n3174,"Cuesta Moreno, Oscar Julian",1.0
n3175,"Cristobal Castro, Juan",1.0
n3176,"Maria Ulloa, Ana",1.0
n3177,"Olarte Fernandez, Alejandra Liliana",1.0
n3178,"Pachon Soto, Damian",1.0
n3179,"Rhenals Doria, Ana Milena",1.0
n3180,"Botero, Andres",1.0
n3181,"Ortiz Clavijo, Luis Felipe",1.0
n3181,"Fernandez Ledesma, Javier Dario",2.0
n3181,"Cadavid Nieto, Santiago",3.0
n3181,"Gallego Duque, Carlos Julian",4.0
n3182,"Rodriguez Gonzalez, Carlos Enrique",1.0
n3183,"Aldana Cedeno, Janneth",1.0
n3184,"Bahamon Muneton, Marly Johana",1.0
n3184,"Alarcon-Vasquez, Yolima",2.0
n3185,"Escobar Castillo, Adalberto",1.0
n3185,"Velandia Pacheco, Gabriel",2.0
n3185,"Navarro Manotas, Evaristo",3.0
n3186,"Garcia Trejos, Sergio Ramiro",1.0
n3186,"Diaz Pascuas, Rolney Leonardo",2.0
n3186,"Artunduaga Cuellar, Marco Tulio",3.0
n3187,"Gaviria-Calle, Marcela",1.0
n3187,"Duque-Jaramillo, Alejandra",2.0
n3187,"Aranzazu, Mateo",3.0
n3187,"di Filippo, Diana",4.0
n3187,"Montoya, Melissa",5.0
n3187,"Roldan, Ingrid",6.0
n3187,"Palacio, Natalia",7.0
n3187,"Jaramillo, Sergio",8.0
n3187,"Carlos Restrepo, Juan",9.0
n3187,"Hoyos, Sergio",10.0
n3187,"Navas, Maria-Cristina",11.0
n3188,"Pineda, Jesus",1.0
n3188,"Vargas, Raul",2.0
n3188,"Romero, Lenny A.",3.0
n3188,"Meneses, Jaime",4.0
n3188,"Marrugo, Andres G.",5.0
n3189,"Horta Cmhorta, Carolina",1.0
n3190,"Ramirez Valencia, Astrid",1.0
n3190,"Ramirez Valencia, Magnolia",2.0
n3190,"Bustamante Velez, Lucia",3.0
n3191,"Londono Diaz, Wilhelm",1.0
n3192,"Andrade, Angel",1.0
n3192,"Restrepo, Alvaro",2.0
n3192,"Tibaquira, Juan E.",3.0
n3193,"Rodriguez Cepeda, Rodrigo",1.0
n3193,"Cortes Parra, Maria Jose",2.0
n3194,"Garcia, Ruben",1.0
n3195,"Amparo Aguirre-Ospina, Gloria",1.0
n3195,"Angela Velasco-Escobar, Luz",2.0
n3196,"Becerra Patino, Boryi Alexander",1.0
n3197,"Prada Londano, Manuel Alejandro",1.0
n3197,"Silva, Alexander Ruiz",2.0
n3198,"Quinn, Padraic Michael",1.0
n3199,"Ciro, Mauricio Pedraza",1.0
n3199,"Vargas, Luis Felipe Cabrera",2.0
n3199,"Solano, Jaime",3.0
n3200,"Homero Wilches-Visbal, Jorge",1.0
n3200,"Clara Castillo-Pedraza, Midian",2.0
n3200,"Loraine Cohen-Rodriguez, Yarlemis",3.0
n3201,"Martinez, Lina",1.0
n3201,"Valencia, Isabella",2.0
n3201,"Trofimoff, Valeria",3.0
n3202,"Ordonez-Eraso, Hugo-Armando",1.0
n3202,"Pardo-Calvache, Cosar-Jesus",2.0
n3202,"Cobos-Lozada, Carlos-Alberto",3.0
n3203,"Ferreira Caceres, Maria Mercedes",1.0
